,tokens,Sentiment,No Stops,Unicode,Stemmed
869,"[u'I', u'started', u'this', u'review', u'with', u'two', u'stars', u'but', u'I', u'm', u'editing', u'it', u'to', u'give', u'it', u'only', u'one']",0,"[u'I', u'started', u'review', u'two', u'stars', u'I', u'editing', u'give', u'one']","[u'I', u'started', u'review', u'two', u'stars', u'I', u'editing', u'give', u'one']","[u'I', u'start', u'review', u'two', u'star', u'I', u'edit', u'give', u'one']"
870,"[u'this', u'is', u'the', u'worst', u'sushi', u'i', u'have', u'ever', u'eat', u'besides', u'Costco', u's']",0,"[u'worst', u'sushi', u'ever', u'eat', u'besides', u'Costco']","[u'worst', u'sushi', u'ever', u'eat', u'besides', u'Costco']","[u'worst', u'sushi', u'ever', u'eat', u'besid', u'costco']"
871,"[u'All', u'in', u'all', u'an', u'excellent', u'restaurant', u'highlighted', u'by', u'great', u'service', u'a', u'unique', u'menu', u'and', u'a', u'beautiful', u'setting']",1,"[u'All', u'excellent', u'restaurant', u'highlighted', u'great', u'service', u'unique', u'menu', u'beautiful', u'setting']","[u'All', u'excellent', u'restaurant', u'highlighted', u'great', u'service', u'unique', u'menu', u'beautiful', u'setting']","[u'all', u'excel', u'restaur', u'highlight', u'great', u'servic', u'uniqu', u'menu', u'beauti', u'set']"
872,"[u'My', u'boyfriend', u'and', u'i', u'sat', u'at', u'the', u'bar', u'and', u'had', u'a', u'completely', u'delightful', u'experience']",1,"[u'My', u'boyfriend', u'sat', u'bar', u'completely', u'delightful', u'experience']","[u'My', u'boyfriend', u'sat', u'bar', u'completely', u'delightful', u'experience']","[u'My', u'boyfriend', u'sat', u'bar', u'complet', u'delight', u'experi']"
873,"[u'Weird', u'vibe', u'from', u'owners']",0,"[u'Weird', u'vibe', u'owners']","[u'Weird', u'vibe', u'owners']","[u'weird', u'vibe', u'owner']"
874,"[u'There', u'was', u'hardly', u'any', u'meat']",0,"[u'There', u'hardly', u'meat']","[u'There', u'hardly', u'meat']","[u'there', u'hardli', u'meat']"
875,"[u'I', u've', u'had', u'better', u'bagels', u'from', u'the', u'grocery', u'store']",0,"[u'I', u'better', u'bagels', u'grocery', u'store']","[u'I', u'better', u'bagels', u'grocery', u'store']","[u'I', u'better', u'bagel', u'groceri', u'store']"
876,"[u'Go', u'To', u'Place', u'for', u'Gyros']",1,"[u'Go', u'To', u'Place', u'Gyros']","[u'Go', u'To', u'Place', u'Gyros']","[u'Go', u'To', u'place', u'gyro']"
877,"[u'I', u'love', u'the', u'owner', u'chef', u'his', u'one', u'authentic', u'Japanese', u'cool', u'dude']",1,"[u'I', u'love', u'owner', u'chef', u'one', u'authentic', u'Japanese', u'cool', u'dude']","[u'I', u'love', u'owner', u'chef', u'one', u'authentic', u'Japanese', u'cool', u'dude']","[u'I', u'love', u'owner', u'chef', u'one', u'authent', u'japanes', u'cool', u'dude']"
878,"[u'Now', u'the', u'burgers', u'aren', u't', u'as', u'good', u'the', u'pizza', u'which', u'used', u'to', u'be', u'amazing', u'is', u'doughy', u'and', u'flavorless']",0,"[u'Now', u'burgers', u'good', u'pizza', u'used', u'amazing', u'doughy', u'flavorless']","[u'Now', u'burgers', u'good', u'pizza', u'used', u'amazing', u'doughy', u'flavorless']","[u'now', u'burger', u'good', u'pizza', u'use', u'amaz', u'doughi', u'flavorless']"
879,"[u'I', u'found', u'a', u'six', u'inch', u'long', u'piece', u'of', u'wire', u'in', u'my', u'salsa']",0,"[u'I', u'found', u'six', u'inch', u'long', u'piece', u'wire', u'salsa']","[u'I', u'found', u'six', u'inch', u'long', u'piece', u'wire', u'salsa']","[u'I', u'found', u'six', u'inch', u'long', u'piec', u'wire', u'salsa']"
880,"[u'The', u'service', u'was', u'terrible', u'food', u'was', u'mediocre']",0,"[u'The', u'service', u'terrible', u'food', u'mediocre']","[u'The', u'service', u'terrible', u'food', u'mediocre']","[u'the', u'servic', u'terribl', u'food', u'mediocr']"
881,"[u'We', u'definately', u'enjoyed', u'ourselves']",1,"[u'We', u'definately', u'enjoyed']","[u'We', u'definately', u'enjoyed']","[u'We', u'defin', u'enjoy']"
882,"[u'I', u'ordered', u'Albondigas', u'soup', u'which', u'was', u'just', u'warm', u'and', u'tasted', u'like', u'tomato', u'soup', u'with', u'frozen', u'meatballs']",0,"[u'I', u'ordered', u'Albondigas', u'soup', u'warm', u'tasted', u'like', u'tomato', u'soup', u'frozen', u'meatballs']","[u'I', u'ordered', u'Albondigas', u'soup', u'warm', u'tasted', u'like', u'tomato', u'soup', u'frozen', u'meatballs']","[u'I', u'order', u'albondiga', u'soup', u'warm', u'tast', u'like', u'tomato', u'soup', u'frozen', u'meatbal']"
883,"[u'On', u'three', u'different', u'occasions', u'I', u'asked', u'for', u'well', u'done', u'or', u'medium', u'well', u'and', u'all', u'three', u'times', u'I', u'got', u'the', u'bloodiest', u'piece', u'of', u'meat', u'on', u'my', u'plate']",0,"[u'On', u'three', u'different', u'occasions', u'I', u'asked', u'well', u'done', u'medium', u'well', u'three', u'times', u'I', u'got', u'bloodiest', u'piece', u'meat', u'plate']","[u'On', u'three', u'different', u'occasions', u'I', u'asked', u'well', u'done', u'medium', u'well', u'three', u'times', u'I', u'got', u'bloodiest', u'piece', u'meat', u'plate']","[u'On', u'three', u'differ', u'occas', u'I', u'ask', u'well', u'done', u'medium', u'well', u'three', u'time', u'I', u'got', u'bloodiest', u'piec', u'meat', u'plate']"
884,"[u'I', u'had', u'about', u'two', u'bites', u'and', u'refused', u'to', u'eat', u'anymore']",0,"[u'I', u'two', u'bites', u'refused', u'eat', u'anymore']","[u'I', u'two', u'bites', u'refused', u'eat', u'anymore']","[u'I', u'two', u'bite', u'refus', u'eat', u'anymor']"
885,"[u'The', u'service', u'was', u'extremely', u'slow']",0,"[u'The', u'service', u'extremely', u'slow']","[u'The', u'service', u'extremely', u'slow']","[u'the', u'servic', u'extrem', u'slow']"
886,"[u'After', u'20', u'minutes', u'wait', u'I', u'got', u'a', u'table']",0,"[u'After', u'20', u'minutes', u'wait', u'I', u'got', u'table']","[u'After', u'20', u'minutes', u'wait', u'I', u'got', u'table']","[u'after', u'20', u'minut', u'wait', u'I', u'got', u'tabl']"
887,"[u'Seriously', u'killer', u'hot', u'chai', u'latte']",1,"[u'Seriously', u'killer', u'hot', u'chai', u'latte']","[u'Seriously', u'killer', u'hot', u'chai', u'latte']","[u'serious', u'killer', u'hot', u'chai', u'latt']"
888,"[u'No', u'allergy', u'warnings', u'on', u'the', u'menu', u'and', u'the', u'waitress', u'had', u'absolutely', u'no', u'clue', u'as', u'to', u'which', u'meals', u'did', u'or', u'did', u'not', u'contain', u'peanuts']",0,"[u'No', u'allergy', u'warnings', u'menu', u'waitress', u'absolutely', u'clue', u'meals', u'contain', u'peanuts']","[u'No', u'allergy', u'warnings', u'menu', u'waitress', u'absolutely', u'clue', u'meals', u'contain', u'peanuts']","[u'No', u'allergi', u'warn', u'menu', u'waitress', u'absolut', u'clue', u'meal', u'contain', u'peanut']"
889,"[u'My', u'boyfriend', u'tried', u'the', u'Mediterranean', u'Chicken', u'Salad', u'and', u'fell', u'in', u'love']",1,"[u'My', u'boyfriend', u'tried', u'Mediterranean', u'Chicken', u'Salad', u'fell', u'love']","[u'My', u'boyfriend', u'tried', u'Mediterranean', u'Chicken', u'Salad', u'fell', u'love']","[u'My', u'boyfriend', u'tri', u'mediterranean', u'chicken', u'salad', u'fell', u'love']"
890,"[u'Their', u'rotating', u'beers', u'on', u'tap', u'is', u'also', u'a', u'highlight', u'of', u'this', u'place']",1,"[u'Their', u'rotating', u'beers', u'tap', u'also', u'highlight', u'place']","[u'Their', u'rotating', u'beers', u'tap', u'also', u'highlight', u'place']","[u'their', u'rotat', u'beer', u'tap', u'also', u'highlight', u'place']"
891,"[u'Pricing', u'is', u'a', u'bit', u'of', u'a', u'concern', u'at', u'Mellow', u'Mushroom']",0,"[u'Pricing', u'bit', u'concern', u'Mellow', u'Mushroom']","[u'Pricing', u'bit', u'concern', u'Mellow', u'Mushroom']","[u'price', u'bit', u'concern', u'mellow', u'mushroom']"
892,"[u'Worst', u'Thai', u'ever']",0,"[u'Worst', u'Thai', u'ever']","[u'Worst', u'Thai', u'ever']","[u'worst', u'thai', u'ever']"
893,"[u'If', u'you', u'stay', u'in', u'Vegas', u'you', u'must', u'get', u'breakfast', u'here', u'at', u'least', u'once']",1,"[u'If', u'stay', u'Vegas', u'must', u'get', u'breakfast', u'least']","[u'If', u'stay', u'Vegas', u'must', u'get', u'breakfast', u'least']","[u'If', u'stay', u'vega', u'must', u'get', u'breakfast', u'least']"
894,"[u'I', u'want', u'to', u'first', u'say', u'our', u'server', u'was', u'great', u'and', u'we', u'had', u'perfect', u'service']",1,"[u'I', u'want', u'first', u'say', u'server', u'great', u'perfect', u'service']","[u'I', u'want', u'first', u'say', u'server', u'great', u'perfect', u'service']","[u'I', u'want', u'first', u'say', u'server', u'great', u'perfect', u'servic']"
895,"[u'The', u'pizza', u'selections', u'are', u'good']",1,"[u'The', u'pizza', u'selections', u'good']","[u'The', u'pizza', u'selections', u'good']","[u'the', u'pizza', u'select', u'good']"
896,"[u'I', u'had', u'strawberry', u'tea', u'which', u'was', u'good']",1,"[u'I', u'strawberry', u'tea', u'good']","[u'I', u'strawberry', u'tea', u'good']","[u'I', u'strawberri', u'tea', u'good']"
897,"[u'Highly', u'unprofessional', u'and', u'rude', u'to', u'a', u'loyal', u'patron']",0,"[u'Highly', u'unprofessional', u'rude', u'loyal', u'patron']","[u'Highly', u'unprofessional', u'rude', u'loyal', u'patron']","[u'highli', u'unprofession', u'rude', u'loyal', u'patron']"
898,"[u'Overall', u'a', u'great', u'experience']",1,"[u'Overall', u'great', u'experience']","[u'Overall', u'great', u'experience']","[u'overal', u'great', u'experi']"
899,"[u'Spend', u'your', u'money', u'elsewhere']",0,"[u'Spend', u'money', u'elsewhere']","[u'Spend', u'money', u'elsewhere']","[u'spend', u'money', u'elsewher']"
900,"[u'Their', u'regular', u'toasted', u'bread', u'was', u'equally', u'satisfying', u'with', u'the', u'occasional', u'pats', u'of', u'butter', u'Mmmm']",1,"[u'Their', u'regular', u'toasted', u'bread', u'equally', u'satisfying', u'occasional', u'pats', u'butter', u'Mmmm']","[u'Their', u'regular', u'toasted', u'bread', u'equally', u'satisfying', u'occasional', u'pats', u'butter', u'Mmmm']","[u'their', u'regular', u'toast', u'bread', u'equal', u'satisfi', u'occasion', u'pat', u'butter', u'mmmm']"
901,"[u'The', u'Buffet', u'at', u'Bellagio', u'was', u'far', u'from', u'what', u'I', u'anticipated']",0,"[u'The', u'Buffet', u'Bellagio', u'far', u'I', u'anticipated']","[u'The', u'Buffet', u'Bellagio', u'far', u'I', u'anticipated']","[u'the', u'buffet', u'bellagio', u'far', u'I', u'anticip']"
902,"[u'And', u'the', u'drinks', u'are', u'WEAK', u'people']",0,"[u'And', u'drinks', u'WEAK', u'people']","[u'And', u'drinks', u'WEAK', u'people']","[u'and', u'drink', u'weak', u'peopl']"
903,"[u'My', u'order', u'was', u'not', u'correct']",0,"[u'My', u'order', u'correct']","[u'My', u'order', u'correct']","[u'My', u'order', u'correct']"
904,"[u'Also', u'I', u'feel', u'like', u'the', u'chips', u'are', u'bought', u'not', u'made', u'in', u'house']",0,"[u'Also', u'I', u'feel', u'like', u'chips', u'bought', u'made', u'house']","[u'Also', u'I', u'feel', u'like', u'chips', u'bought', u'made', u'house']","[u'also', u'I', u'feel', u'like', u'chip', u'bought', u'made', u'hous']"
905,"[u'After', u'the', u'disappointing', u'dinner', u'we', u'went', u'elsewhere', u'for', u'dessert']",0,"[u'After', u'disappointing', u'dinner', u'went', u'elsewhere', u'dessert']","[u'After', u'disappointing', u'dinner', u'went', u'elsewhere', u'dessert']","[u'after', u'disappoint', u'dinner', u'went', u'elsewher', u'dessert']"
906,"[u'The', u'chips', u'and', u'sals', u'a', u'here', u'is', u'amazing']",1,"[u'The', u'chips', u'sals', u'amazing']","[u'The', u'chips', u'sals', u'amazing']","[u'the', u'chip', u'sal', u'amaz']"
907,"[u'We', u'won', u't', u'be', u'returning']",0,"[u'We', u'returning']","[u'We', u'returning']","[u'We', u'return']"
908,"[u'This', u'is', u'my', u'new', u'fav', u'Vegas', u'buffet', u'spot']",1,"[u'This', u'new', u'fav', u'Vegas', u'buffet', u'spot']","[u'This', u'new', u'fav', u'Vegas', u'buffet', u'spot']","[u'thi', u'new', u'fav', u'vega', u'buffet', u'spot']"
909,"[u'I', u'seriously', u'cannot', u'believe', u'that', u'the', u'owner', u'has', u'so', u'many', u'unexperienced', u'employees', u'that', u'all', u'are', u'running', u'around', u'like', u'chickens', u'with', u'their', u'heads', u'cut', u'off']",0,"[u'I', u'seriously', u'cannot', u'believe', u'owner', u'many', u'unexperienced', u'employees', u'running', u'around', u'like', u'chickens', u'heads', u'cut']","[u'I', u'seriously', u'cannot', u'believe', u'owner', u'many', u'unexperienced', u'employees', u'running', u'around', u'like', u'chickens', u'heads', u'cut']","[u'I', u'serious', u'cannot', u'believ', u'owner', u'mani', u'unexperienc', u'employe', u'run', u'around', u'like', u'chicken', u'head', u'cut']"
910,"[u'Very', u'very', u'sad']",0,"[u'Very', u'sad']","[u'Very', u'sad']","[u'veri', u'sad']"
911,"[u'i', u'felt', u'insulted', u'and', u'disrespected', u'how', u'could', u'you', u'talk', u'and', u'judge', u'another', u'human', u'being', u'like', u'that']",0,"[u'felt', u'insulted', u'disrespected', u'could', u'talk', u'judge', u'another', u'human', u'like']","[u'felt', u'insulted', u'disrespected', u'could', u'talk', u'judge', u'another', u'human', u'like']","[u'felt', u'insult', u'disrespect', u'could', u'talk', u'judg', u'anoth', u'human', u'like']"
912,"[u'How', u'can', u'you', u'call', u'yourself', u'a', u'steakhouse', u'if', u'you', u'can', u't', u'properly', u'cook', u'a', u'steak', u'I', u'don', u't', u'understand']",0,"[u'How', u'call', u'steakhouse', u'properly', u'cook', u'steak', u'I', u'understand']","[u'How', u'call', u'steakhouse', u'properly', u'cook', u'steak', u'I', u'understand']","[u'how', u'call', u'steakhous', u'properli', u'cook', u'steak', u'I', u'understand']"
913,"[u'I', u'm', u'not', u'impressed', u'with', u'the', u'concept', u'or', u'the', u'food']",0,"[u'I', u'impressed', u'concept', u'food']","[u'I', u'impressed', u'concept', u'food']","[u'I', u'impress', u'concept', u'food']"
914,"[u'The', u'only', u'thing', u'I', u'wasn', u't', u'too', u'crazy', u'about', u'was', u'their', u'guacamole', u'as', u'I', u'don', u't', u'like', u'it', u'pured']",0,"[u'The', u'thing', u'I', u'crazy', u'guacamole', u'I', u'like', u'pured']","[u'The', u'thing', u'I', u'crazy', u'guacamole', u'I', u'like', u'pured']","[u'the', u'thing', u'I', u'crazi', u'guacamol', u'I', u'like', u'pure']"
915,"[u'There', u'is', u'really', u'nothing', u'for', u'me', u'at', u'postinos', u'hope', u'your', u'experience', u'is', u'better']",0,"[u'There', u'really', u'nothing', u'postinos', u'hope', u'experience', u'better']","[u'There', u'really', u'nothing', u'postinos', u'hope', u'experience', u'better']","[u'there', u'realli', u'noth', u'postino', u'hope', u'experi', u'better']"
916,"[u'I', u'got', u'food', u'poisoning', u'here', u'at', u'the', u'buffet']",0,"[u'I', u'got', u'food', u'poisoning', u'buffet']","[u'I', u'got', u'food', u'poisoning', u'buffet']","[u'I', u'got', u'food', u'poison', u'buffet']"
917,"[u'They', u'brought', u'a', u'fresh', u'batch', u'of', u'fries', u'and', u'I', u'was', u'thinking', u'yay', u'something', u'warm', u'but', u'no']",0,"[u'They', u'brought', u'fresh', u'batch', u'fries', u'I', u'thinking', u'yay', u'something', u'warm']","[u'They', u'brought', u'fresh', u'batch', u'fries', u'I', u'thinking', u'yay', u'something', u'warm']","[u'they', u'brought', u'fresh', u'batch', u'fri', u'I', u'think', u'yay', u'someth', u'warm']"
918,"[u'What', u'SHOULD', u'have', u'been', u'a', u'hilarious', u'yummy', u'Christmas', u'Eve', u'dinner', u'to', u'remember', u'was', u'the', u'biggest', u'fail', u'of', u'the', u'entire', u'trip', u'for', u'us']",0,"[u'What', u'SHOULD', u'hilarious', u'yummy', u'Christmas', u'Eve', u'dinner', u'remember', u'biggest', u'fail', u'entire', u'trip', u'us']","[u'What', u'SHOULD', u'hilarious', u'yummy', u'Christmas', u'Eve', u'dinner', u'remember', u'biggest', u'fail', u'entire', u'trip', u'us']","[u'what', u'should', u'hilari', u'yummi', u'christma', u'eve', u'dinner', u'rememb', u'biggest', u'fail', u'entir', u'trip', u'us']"
919,"[u'Needless', u'to', u'say', u'I', u'won', u't', u'be', u'going', u'back', u'anytime', u'soon']",0,"[u'Needless', u'say', u'I', u'going', u'back', u'anytime', u'soon']","[u'Needless', u'say', u'I', u'going', u'back', u'anytime', u'soon']","[u'needless', u'say', u'I', u'go', u'back', u'anytim', u'soon']"
920,"[u'This', u'place', u'is', u'disgusting']",0,"[u'This', u'place', u'disgusting']","[u'This', u'place', u'disgusting']","[u'thi', u'place', u'disgust']"
921,"[u'Every', u'time', u'I', u'eat', u'here', u'I', u'see', u'caring', u'teamwork', u'to', u'a', u'professional', u'degree']",1,"[u'Every', u'time', u'I', u'eat', u'I', u'see', u'caring', u'teamwork', u'professional', u'degree']","[u'Every', u'time', u'I', u'eat', u'I', u'see', u'caring', u'teamwork', u'professional', u'degree']","[u'everi', u'time', u'I', u'eat', u'I', u'see', u'care', u'teamwork', u'profession', u'degre']"
922,"[u'The', u'RI', u'style', u'calamari', u'was', u'a', u'joke']",0,"[u'The', u'RI', u'style', u'calamari', u'joke']","[u'The', u'RI', u'style', u'calamari', u'joke']","[u'the', u'RI', u'style', u'calamari', u'joke']"
923,"[u'However', u'there', u'was', u'so', u'much', u'garlic', u'in', u'the', u'fondue', u'it', u'was', u'barely', u'edible']",0,"[u'However', u'much', u'garlic', u'fondue', u'barely', u'edible']","[u'However', u'much', u'garlic', u'fondue', u'barely', u'edible']","[u'howev', u'much', u'garlic', u'fondu', u'bare', u'edibl']"
924,"[u'I', u'could', u'barely', u'stomach', u'the', u'meal', u'but', u'didn', u't', u'complain', u'because', u'it', u'was', u'a', u'business', u'lunch']",0,"[u'I', u'could', u'barely', u'stomach', u'meal', u'complain', u'business', u'lunch']","[u'I', u'could', u'barely', u'stomach', u'meal', u'complain', u'business', u'lunch']","[u'I', u'could', u'bare', u'stomach', u'meal', u'complain', u'busi', u'lunch']"
925,"[u'It', u'was', u'so', u'bad', u'I', u'had', u'lost', u'the', u'heart', u'to', u'finish', u'it']",0,"[u'It', u'bad', u'I', u'lost', u'heart', u'finish']","[u'It', u'bad', u'I', u'lost', u'heart', u'finish']","[u'It', u'bad', u'I', u'lost', u'heart', u'finish']"
926,"[u'It', u'also', u'took', u'her', u'forever', u'to', u'bring', u'us', u'the', u'check', u'when', u'we', u'asked', u'for', u'it']",0,"[u'It', u'also', u'took', u'forever', u'bring', u'us', u'check', u'asked']","[u'It', u'also', u'took', u'forever', u'bring', u'us', u'check', u'asked']","[u'It', u'also', u'took', u'forev', u'bring', u'us', u'check', u'ask']"
